0.040962998	-0.19393463	0.16172394	-0.12056024	0.00088939746	-0.107661	-0.1054619	-0.0638614
-0.010290755	0.016393468	-0.061839737	-0.01313716	0.015263325	0.021223826	0.07482009	0.08345162
0.08812935	-0.13678081	0.1460315	-0.11224321	-0.07624861	-0.068621956	-0.11876292	-0.047704693
0.07275018	-0.07179591	0.09451934	-0.13829651	-0.070731476	-0.07848338	-0.07095851	-0.111077994
0.0015099111	-0.047657073	0.030046238	-0.08667884	-0.048266616	-0.011560555	-0.03153094	0.013788809
-0.024192784	-0.0680599	-0.047875132	0.006008129	0.07342438	0.00022159737	0.043437384	0.035988078
0.11854184	-0.21622664	0.1848967	-0.22817759	-0.1490781	-0.16355106	-0.14677383	-0.16912642
-0.06925383	0.10291595	-0.10266058	0.081523165	0.1251285	0.048264336	0.03174707	0.08089233
-0.19911456	0.27745423	-0.1866506	0.23707618	0.14423046	0.17580172	0.14671145	0.200107
0.08423919	-0.1384629	0.14429753	-0.18315099	-0.09996795	-0.18163359	-0.111299194	-0.094007865
-0.06804329	0.054258168	-0.06200536	0.05916008	0.029641353	0.07458581	0.07258209	0.0814336
0.061109044	-0.12851016	0.15518089	-0.13884094	-0.1319105	-0.07059904	-0.07263439	-0.0501256
-0.13727668	0.12303793	-0.13785991	0.09913317	0.03131238	0.093803816	0.088473506	0.05276219
-0.09198506	0.09356083	-0.1505605	0.096166	0.1490386	0.08480233	0.116365775	0.14287348
-0.13021724	0.22348242	-0.21556091	0.19611575	0.12335509	0.16248101	0.19393599	0.11893753
0.17169023	-0.23682557	0.22407916	-0.20900865	-0.14842503	-0.109209344	-0.17755182	-0.110472806
-0.036469664	0.046298727	-0.011820556	-0.009266697	0.0073025925	0.04956784	0.0062336414	0.016848192
-0.15687402	0.16995518	-0.21809149	0.19026127	0.12087929	0.17678167	0.10786495	0.16543756
0.019927246	-0.019247025	-0.01467662	-0.058602165	-0.01059	0.033591773	0.008613941	0.01563325
-0.116657265	0.077924415	-0.15501323	0.07007337	0.074320264	0.06681503	0.07023343	0.06828025
-0.3065101	0.3824197	-0.3610037	0.37616566	0.23261978	0.23116454	0.2934384	0.30456102
-0.041985784	0.032519102	-0.030154124	0.02033746	-0.043288384	0.012146357	-0.0036149703	-0.032476723
0.0032402487	-0.03169723	0.031563353	-0.057518616	-0.022442505	-0.03592749	-0.0110755395	-0.034984816
-0.035718556	-0.0945772	0.03070979	-0.09857443	0.069843635	0.013588464	-0.043427654	-0.0043781237
0.21771838	-0.25188252	0.20862162	-0.2747195	-0.18584038	-0.19670022	-0.20806824	-0.20274153
0.04119342	-0.16236442	0.18502036	-0.110571176	-0.045705236	-0.11032253	-0.10063365	-0.07308896
-0.0698762	0.14501028	-0.09713684	0.13835315	0.05904147	0.03249965	0.04476439	0.0731411
0.04842223	-0.115522325	0.021393714	-0.06812448	-0.017908292	-0.04837034	0.005357373	-0.036246296
0.23189566	-0.20714627	0.26251575	-0.25582993	-0.14847793	-0.22520973	-0.2174126	-0.22532652
-0.15125695	0.20036995	-0.123764254	0.12669265	0.11333242	0.16217673	0.13799147	0.096273564
0.11401078	-0.10544302	0.08945368	-0.06298098	-0.072931506	-0.082374185	-0.023469862	-0.07755768
0.06675524	-0.07913656	0.020003837	-0.034247633	-0.09827362	-0.04488406	-0.041115787	-0.036070842
0.09444473	-0.10531429	0.12631364	-0.11741782	-0.15242647	-0.1271314	-0.1040354	-0.09977312
0.08217588	-0.0021397232	0.005057553	0.028773695	-0.008074374	-0.047158062	-0.015475022	-0.055304006
-0.41367477	0.49550092	-0.44686723	0.42719427	0.3328561	0.34268168	0.38533238	0.41181853
0.11589798	0.01370113	0.08322662	-0.058433864	-0.068084404	-0.026098702	-0.10081801	-0.06690659
-0.09155278	0.07074693	-0.07841333	0.11253111	0.08845468	0.058886703	0.0474931	0.1390379
-0.018825017	-0.10223813	0.030707348	-0.07346076	-0.028504202	-0.022450438	-0.02505056	-0.016795307
-0.09660036	0.05774467	-0.12158559	0.08200067	0.03362861	0.09639443	0.023893375	0.006448953
-0.17316353	0.17726338	-0.16381876	0.18898551	0.086833894	0.14054404	0.16530842	0.14642434
-0.11167594	0.052778617	-0.08712736	0.069426455	0.023786623	0.016861742	0.022762634	0.033329688
-0.069229715	0.04010887	-0.09845583	0.091187574	0.051353443	0.12638518	0.099020906	0.0798961
-0.03764882	-0.008622651	0.009569928	-0.05256405	0.020085948	0.040698525	-0.028292427	0.009826306
-0.054686587	0.07337057	-0.036853842	0.10789054	-0.016424168	-0.021277914	0.0816761	0.078887306
-0.06536038	0.06947746	-0.13033877	0.12773044	0.15806234	0.13344942	0.09929204	0.0830069
0.1467906	-0.23260267	0.18229604	-0.15437175	-0.18407075	-0.19648458	-0.21938998	-0.2150684
-0.14151658	0.14087957	-0.14650425	0.10792268	0.18653676	0.14878982	0.105538115	0.14142787
-0.05165976	0.12585102	-0.08239555	0.08216516	0.034801364	0.11775707	0.06603516	0.05086162
-0.08352314	0.1157206	-0.050993606	0.11238851	0.13940674	0.118131645	0.14815292	0.07861555
0.028789666	-0.06174677	0.06428133	-0.057937257	-0.0775204	-0.062168278	-0.05566319	-0.039349027
0.05432037	-0.12698056	0.07669826	-0.13660079	-0.06854085	-0.06087722	-0.06753867	-0.05218057
-0.07204217	0.07885158	-0.114791125	0.020571219	0.058202934	0.06918811	0.07521186	0.105412036
0.10496991	-0.16113673	0.12668684	-0.14228003	-0.07406081	-0.13398749	-0.13684487	-0.1435297
0.06608102	-0.09125276	0.06304631	-0.0559007	-0.07992022	-0.06307982	-0.10662618	-0.05854515
-0.008620093	0.042485446	-0.09381062	0.06597387	0.007498247	0.03260087	0.024232367	0.04263328
0.111726254	-0.094340056	0.13298933	-0.105786406	-0.13427581	-0.13139175	-0.07504537	-0.14995848
0.14467537	-0.081479035	0.09671881	-0.113706954	-0.10693068	-0.12222731	-0.10731862	-0.062613524
-0.32732946	0.2966058	-0.30309084	0.3410579	0.2908433	0.32232442	0.28739518	0.3770702
0.06371124	-0.092079215	0.07910807	-0.0072931703	-0.06000902	-0.035120144	-0.06731105	-0.046936303
0.052939303	-0.08591228	0.018659782	-0.05592006	-0.05008359	-0.07925463	0.0051283967	-0.024031453
2.6160076	-2.7523658	2.826572	-2.7439616	-2.4354851	-2.5259764	-2.6009161	-2.6666107
-0.45381388	0.5663138	-0.4936916	0.48461553	0.37008104	0.44888553	0.50828385	0.50817895
0.08025242	-0.12376918	0.13522676	-0.1273385	-0.12977941	-0.13857089	-0.07147792	-0.065059856
-0.27545616	0.2425252	-0.28063014	0.24103916	0.19364	0.27884874	0.26369658	0.28660357
-0.14034079	0.09602124	-0.13805954	0.08173537	0.063166246	0.12581335	0.11735978	0.14404593
-0.00022735092	0.027288446	-0.057958607	0.0239044	0.0049311197	0.02883553	0.0206853	-0.0003559008
0.051807456	0.073984146	-0.05913174	0.07517641	-0.015575106	-0.028822092	-0.023578448	0.016055427
0.043845568	-0.075231746	0.07101196	-0.08799603	0.00877447	-0.044561476	-0.014852817	-0.041923903
0.083349705	-0.12812996	0.06579414	-0.14535618	-0.0024299857	-0.022646116	-0.042572293	-0.021398406
-0.3257915	0.33152947	-0.29648727	0.2734858	0.24771705	0.2651403	0.30117935	0.3218986
